"""Vaporeon""","""https://archives.bulbagarden.net/media/upload/thumb/6/6d/0134Vaporeon.png/375px-0134Vaporeon.png""","[""Male""; ""Female""]",2,4,2,4,2,4,3,6,3,6,6,2,"[""Water Absorb""]","[[""Tackle""; 0];[""Helping Hand""; 0];[""Tail Whip""; 1];[""Sand Attack"";1];[""Water Gun""; 1];[""Quick Attack""; 2];[""Water Pulse""; 2];[""Aurora Beam""; 2];[""Aqua Ring""; 2];[""Acid Armor""; 2];[""Haze""; 2];[""Muddy Water""; 3];[""Last Resort""; 3];[""Hydro Pump""; 3];[""Wish""; 4];[""Icy Wind""; 4];[""Yawn""; 4]]",1,"[""Water""]","[""City""; ""Freshwater""; ""Ocean""]"
"""Jolteon""","""https://archives.bulbagarden.net/media/upload/thumb/e/e3/0135Jolteon.png/375px-0135Jolteon.png""","[""Male""; ""Female""]",2,4,3,7,2,4,3,6,3,6,4,2,"[""Volt Absorb""]","[[""Tackle""; 0];[""Helping Hand""; 0];[""Tail Whip""; 1];[""Sand Attack"";1];[""Thunder Shock""; 1];[""Quick Attack""; 2];[""Double Kick""; 2];[""Thunder Fang""; 2];[""Pin Missile""; 2];[""Agility""; 2];[""Thunder Wave""; 2];[""Discharge""; 3];[""Last Resort""; 3];[""Thunder""; 3];[""Wish""; 4];[""Magnet Rise""; 4];[""Endure""; 4]]",1,"[""Electric""]","[""City""; ""Plains""; ""Mountain""]"
"""Flareon""","""https://archives.bulbagarden.net/media/upload/thumb/f/f1/0136Flareon.png/375px-0136Flareon.png""","[""Male""; ""Female""]",3,7,2,4,2,4,3,6,3,6,4,2,"[""Flash Fire""]","[[""Tackle""; 0];[""Helping Hand""; 0];[""Tail Whip""; 1];[""Sand Attack"";1];[""Ember""; 1];[""Quick Attack""; 2];[""Bite""; 2];[""Fire Fang""; 2];[""Fire Spin""; 2];[""Fire Spin""; 2];[""Scary Face""; 2];[""Smog""; 2];[""Lava Plume""; 3];[""Last Resort""; 3];[""Flare Blitz""; 3];[""Wish""; 4];[""Detect""; 4];[""Heat Wave""; 4]]",1,"[""Fire""]","[""City""; ""Mountain""; ""Desert""]"
"""Porygon""","""https://archives.bulbagarden.net/media/upload/thumb/8/8e/0137Porygon.png/375px-0137Porygon.png""","[""None""]",2,4,1,3,2,5,2,5,2,5,3,2,"[""Trace""; ""Download""]","[[""Conversion""; 0];[""Tackle""; 0];[""Conversion 2""; 1];[""Sharpen""; 1];[""Psybeam""; 2];[""Agility""; 2];[""Recover""; 2];[""Magnet Rise""; 2];[""Signal Beam""; 2];[""Recycle""; 2];[""Discharge""; 2];[""Lock-On""; 3];[""Tri Attack""; 3];[""Magic Coat""; 3];[""Zap Cannon""; 3];[""Electro Web""; 4];[""Foul Play""; 4];[""Pain Split""; 4]]",1,"[""Normal""]","[""City""]"
"""Omanyte""","""https://archives.bulbagarden.net/media/upload/thumb/e/e6/0138Omanyte.png/375px-0138Omanyte.png""","[""Male""; ""Female""]",1,3,1,3,3,6,2,5,2,4,3,2,"[""Swift Swim""; ""Shell Armor""]","[[""Constrict""; 0];[""Withdraw""; 0];[""Bite""; 1];[""Water Gun""; 1];[""Rollout""; 1];[""Leer""; 2];[""Mud Shot""; 2];[""Brine""; 2];[""Protect""; 2];[""Ancient Power""; 2];[""Tickle""; 2];[""Rock Blast""; 3];[""Shell Smash""; 3];[""Hydro Pump""; 3];[""Toxic Spikes""; 4];[""Spikes""; 4];[""Iron Defense""; 4]]",1,"[""Rock""; ""Water""]","[""Ocean""; ""Cave""]"
"""Omastar""","""https://archives.bulbagarden.net/media/upload/thumb/6/66/0139Omastar.png/375px-0139Omastar.png""","[""Male""; ""Female""]",2,4,2,4,3,7,3,6,2,5,4,3,"[""Swift Swim""; ""Shell Armor""]","[[""Constrict""; 0];[""Withdraw""; 0];[""Bite""; 1];[""Water Gun""; 1];[""Rollout""; 1];[""Leer""; 2];[""Mud Shot""; 2];[""Brine""; 2];[""Protect""; 2];[""Ancient Power""; 2];[""Spike Cannon""; 2];[""Tickle""; 2];[""Rock Blast""; 3];[""Shell Smash""; 3];[""Hydro Pump""; 3];[""Toxic Spikes""; 4];[""Spikes""; 4];[""Iron Defense""; 4]]",1,"[""Rock""; ""Water""]","[""Ocean""; ""Cave""]"
"""Kabuto""","""https://archives.bulbagarden.net/media/upload/thumb/d/d2/0140Kabuto.png/375px-0140Kabuto.png""","[""Male""; ""Female""]",2,5,2,4,2,5,2,4,2,4,3,2,"[""Swift Swim""; ""Battle Armor""]","[[""Scratch""; 0];[""Harden""; 0];[""Absorb""; 1];[""Leer""; 1];[""Sand Attack""; 1];[""Mud Shot""; 1];[""Endure""; 2];[""Aqua Jet""; 2];[""Mega Drain""; 2];[""Metal Sound""; 2];[""Ancient Power""; 3];[""Wring Out""; 3];[""Confuse Ray""; 4];[""Stealth Rock""; 4];[""Iron Defense""; 4]]",1,"[""Rock""; ""Water""]","[""Jungle""; ""Cave""]"
"""Kabutops""","""https://archives.bulbagarden.net/media/upload/thumb/4/41/0141Kabutops.png/375px-0141Kabutops.png""","[""Male""; ""Female""]",3,6,2,5,3,6,2,4,2,5,4,3,"[""Swift Swim""; ""Battle Armor""]","[[""Scratch""; 0];[""Harden""; 0];[""Absorb""; 1];[""Leer""; 1];[""Sand Attack""; 1];[""Feint""; 2];[""Mud Shot""; 1];[""Endure""; 2];[""Aqua Jet""; 2];[""Mega Drain""; 2];[""Metal Sound""; 2];[""Slash""; 2];[""Night Slash""; 3];[""Ancient Power""; 3];[""Wring Out""; 3];[""Confuse Ray""; 4];[""Stealth Rock""; 4];[""Iron Defense""; 4]]",1,"[""Rock""; ""Water""]","[""Jungle""; ""Cave""]"
"""Aerodactyl""","""https://archives.bulbagarden.net/media/upload/thumb/2/2c/0142Aerodactyl.png/375px-0142Aerodactyl.png""","[""Male""; ""Female""]",3,6,3,7,2,4,2,4,2,5,4,3,"[""Rock Head""; ""Pressure""]","[[""Wing Attack""; 0];[""Supersonic""; 0];[""Bite""; 1];[""Scary Face""; 1];[""Take Down""; 1];[""Ice Fang""; 2];[""Thunder Fang""; 2];[""Fire Fang""; 2];[""Roar""; 2];[""Agility""; 2];[""Crunch""; 2];[""Iron Head""; 2];[""Sky Drop""; 2];[""Hyper Beam""; 3];[""Rock Slide""; 3];[""Giga Impact""; 3];[""Dragon Breath""; 4];[""Roost""; 4];[""Aqua Tail""; 4]]",1,"[""Rock""; ""Flying""]","[""Mountain""; ""Cave""]"
"""Snorlax""","""https://archives.bulbagarden.net/media/upload/thumb/3/3f/0143Snorlax.png/375px-0143Snorlax.png""","[""Male""; ""Female""]",3,6,1,3,2,4,2,4,3,6,8,2,"[""Immunity""; ""Thick Fat""]","[[""Tackle""; 0];[""Defense Curl""; 0];[""Amnesia""; 1];[""Lick""; 1];[""Yawn""; 1];[""Chip Away""; 2];[""Body Slam""; 2];[""Rest""; 2];[""Snore""; 2];[""Sleep Talk""; 2];[""Rollout""; 2];[""Block""; 2];[""Crunch""; 2];[""Belly Drum""; 3];[""Heavy Slam""; 3];[""Giga Impact""; 3];[""High Horsepower""; 3];[""Outrage""; 4];[""Gunk Shot""; 4];[""Self-Destruct""; 4]]",1,"[""Normal""]","[""Mountain""; ""Cave""; ""Plains""]"
